"Id";"Version";"TypeId";"Name";"IsActive"
"596";"507950052";"28";"Полуприцеп фургон рефрижератор";"true"
"597";"595518251";"16";"Специальный, бортовой с КМУ";"true"
"598";"595518251";"11";"Специализированный, лесовоз";"true"
"599";"595518251";"34";"Первичный измельчитель";"true"
"600";"595518251";"15";"Специальный, аварийная служба";"true"
"601";"595518251";"164";"Вилочный погрузчик";"true"
"602";"595518251";"62";"Погрузчик колесный фронтальный";"true"
"603";"595518251";"16";"Автомобиль бортовой с краном-манипулятором""";"true"
"604";"595518251";"38";"Каток ручной";"true"
"605";"595518251";"16";"Специализированный, автомобиль грузовой с КМУ";"true"
"606";"595518251";"20";"Прицеп-автолавка";"true"
"607";"595518251";"12";"Автомобиль медицинской службы";"true"
"608";"595518251";"15";"Специальный, лаборатория передвижная";"true"
"609";"595518251";"4";"Тягач седельный";"true"
"610";"595518251";"11";"Автомобиль зерновоз";"true"
"611";"595518251";"35";"Экскаватор одноковшовый колесный";"true"
"612";"595518251";"11";"Автомобиль-самосвал с КМУ (ломовоз)";"true"
"613";"595518251";"62";"Погрузчик одноковшовый специальный фронтальный";"true"
"614";"595518251";"11";"Специализированный, сортиментовоз";"true"
"615";"595518251";"16";"Автомобиль специальный бортовой с краном-манипулятором";"true"
"616";"681999715";"6";"Специальный, рефрижератор";"true"
"617";"681999715";"10";"Автобус";"true"
"618";"681999715";"16";"Крюковой погрузчик";"true"
"619";"681999715";"31";"Электрическая тележка";"true"
"620";"681999715";"35";"Экскаватор-перегружатель колесный";"true"
"621";"681999715";"62";"Многофункциональный погрузчик фронтальный";"true"
"622";"681999715";"28";"Специализированный, для перевозки пищевых жидкостей";"true"
"623";"681999715";"11";"Машина для очистки канализационных сетей";"true"
"624";"681999715";"3";"Для перевозки грузов общего назначения";"true"
"625";"681999715";"11";"Комбинированная дорожная машина";"true"
"626";"681999715";"16";"Бортовая платформа с КМУ";"true"
"627";"681999715";"42";"Ресайклер";"true"
"628";"681999715";"60";"Кран стреловой короткобазовый";"true"
"629";"681999715";"35";"Перегружатель";"true"
"630";"681999715";"164";"Вилочный дизельный автопогрузчик";"true"
"631";"681999715";"15";"Агрегат для сбора газового конденсата и нефти";"true"
"632";"681999715";"62";"Телескопический погрузчик";"true"
"633";"681999715";"49";"Передвижная осветительная мачта";"true"
"634";"681999715";"164";"Дизельный автопогрузчик";"true"
"635";"764050181";"11";"Специальный, комбинированная дорожная машина";"true"
"636";"764050181";"162";"Распределитель вяжущих материалов";"true"
"637";"764050181";"48";"Машина коммунальная";"true"
"638";"764050181";"5";"Специализированный, автомобиль-самосвал";"true"
"639";"764050181";"164";"Погрузчик";"true"
"640";"764050181";"34";"Землевоз с шарнирно-сочлененной рамой";"true"
"641";"764050181";"4";"Тягач специальный";"true"
"642";"764050181";"38";"Каток траншейный самоходный";"true"
"643";"846543530";"25";"Прицеп самосвальный трехосный";"true"
"644";"846543530";"60";"Кран самоходный";"true"
"854";"1874612553";"34";"Дробилка щековая";"true"
"645";"846543530";"28";"Специализированный, для перевозки зерна и комбикорма";"true"
"646";"846543530";"11";"Автомобиль-тягач лесовозный";"true"
"647";"846543530";"4";"Специализированный, седельный тягач для буксировки полуприцепов для перевозки опасных грузов";"true"
"648";"846543530";"31";"Электропогрузчик вилочный";"true"
"649";"846543530";"3";"Фургон промтоварный";"true"
"650";"846543530";"10";"Специальный, автомобиль вахтовый";"true"
"651";"846543530";"32";"Трактор гусеничный сельскохозяйственный";"true"
"652";"846543530";"6";"Автомобиль-фургон рефрижератор с грузоподъемным гидробортом";"true"
"653";"846543530";"33";"Самоходный смеситель кормораздатчик";"true"
"654";"846543530";"11";"Специальный, агрегат цементировочный";"true"
"655";"846543530";"36";"Бульдозер колесный универсальный";"true"
"656";"846543530";"62";"Погрузчик фронтальный колесный";"true"
"657";"889741783";"11";"Специальный, сортиментовоз с КМУ";"true"
"658";"889741783";"62";"Погрузчик фронтальный с телескопической стрелой";"true"
"659";"889741783";"166";"Снегоболотоход гусеничный";"true"
"660";"889741783";"25";"Прицеп-зерновоз";"true"
"661";"889741783";"3";"Грузовой изотермический";"true"
"662";"889741783";"12";"Специальный АСМП";"true"
"663";"889741783";"25";"Прицеп-роспуск лесовозный";"true"
"664";"889741783";"28";"Специальный, рефрижератор";"true"
"665";"889741783";"49";"Машина для строительства, содержания и ремонта лесовозных дорог";"true"
"666";"889741783";"49";"Снегоуплотнительная машина";"true"
"667";"889741783";"166";"Снегоболотоход колесный";"true"
"668";"889741783";"16";"Автомобиль-самосвал с краном-манипулятором";"true"
"669";"889741783";"10";"Специальный, автобус";"true"
"670";"889741783";"11";"Специализированный, автомобиль-сортиментовоз";"true"
"671";"889741783";"15";"Специальный, автомобиль грузовой дорожный мастер-разметочная";"true"
"672";"889741783";"33";"Машина самоходная для фрезерования почвы";"true"
"673";"968939519";"11";"Экскаватор-планировщик ПМС";"true"
"674";"968939519";"32";"Трактор колесный";"true"
"675";"968939519";"3";"Грузопассажирский";"true"
"676";"968939519";"60";"Кран";"true"
"677";"968939519";"45";"Мобильная установка разведочного бурения";"true"
"678";"968939519";"33";"Каток";"true"
"679";"968939519";"13";"Специальный, передвижная буровая установка";"true"
